name,address,address_2,address_3,city,postal_code,province,country,contact,telephone,telephone_extension,fax,toll_free,contact_email,appointments,notes,internal_notes,major_intersection,hours
"DIAGEO- PAB",,,,Plainfield,60544,IL,USA,,,,,,,0,,,,
"DIAL-EDWARDSVILLE, IL",,,,Edwardsville,62025,IL,USA,,,,,,,0,,,,
"DIAMOND COMIC DISTRIBUTORS inc",,,,Plattsburgh,12901,NY,USA,,,,,,,0,,,,
"DIAMOND CRYSTAL",,,,Bremen,30110,GA,USA,,,,,,,0,,,,
"DIAMOND DELIVERY LINES",,,,"Salt Lake City",84108,UT,USA,,,,,,,0,,,,
"DIAMOND FOODS USA, NJ",,,,"North Brunswick Township",08902,NJ,USA,,,,,,,0,,,,
"DIAZ FOODS",,,,Manassas,20109,VA,USA,,,,,,,0,,,,
"DIAZ FOODS, GA",,,,Atlanta,30336,GA,USA,,,,,,,0,,,,
"DICEX (LAREDO)",,,,Laredo,78045,TX,USA,,,,,,,0,,,,
"DICKS SPORTING GOODS (SMITHTON, PA)",,,,Smithton,15479,PA,USA,,,,,,,0,,,,
"DICKS SPORTING GOODS CONKLIN",,,,Conklin,13748,NY,USA,,,,,,,0,,,,
"DIESEL TRUCK & TIRE REPAIR LLC",,,,"Fort Wayne",46802,IN,USA,,,,,,,0,,,,
"DILLON STORES - Hutchinson, KS",,,,Hutchinson,67501,KS,USA,,,,,,,0,,,,
"DILLON STORES, KS",,,,Goddard,67052,KS,USA,,,,,,,0,,,,
DIN6W,,,,Marietta,45750,OH,USA,,,,,,,0,,,,
"DIRECT STORE DELIVERY",,,,Wharton,07885,NJ,USA,,,,,,,0,,,,
"DISTRIBUTION-BOWLING GREEN",,,,"Bowling Green",,OH,USA,,,,,,,0,,,,
"DISTRIBUTION-ROCK TAVERN",,,,"Rock Tavern",,NY,USA,,,,,,,0,,,,
"DIVERSEY JOST25",,,,Sturtevant,53177,WI,USA,,,,,,,0,,,,
"DIVERSIFIED  ENTITIES, LLC",,,,"Melrose Park",60163,IL,USA,,,,,,,0,,,,
"DIVERSIFIED BRANDS,IL",,,,Effingham,62401,IL,USA,,,,,,,0,,,,
"DIVERSIFIED FOODS",,,,Theodore,,AL,USA,,,,,,,0,,,,
"DIVERSIFIED FOODS & SEASONINGS LLC",,,,Madisonville,70447,LA,USA,,,,,,,0,,,,
"DIVERSIFIED INGREDIENTS/PPP",,,,Preston,55965,MN,USA,,,,,,,0,,,,
"DLH BOWLES, MD",,,,Columbia,21045,MD,USA,,,,,,,0,,,,
"DLH INDUSTRIES, OH",,,,Canton,,OH,USA,,,,,,,0,,,,
"DLW, NY",,,,"Mount Vernon",10550,NY,USA,,,,,,,0,,,,
"DMS/Yookidoo Warehouse",,,,"Mountain Lake Park",21550,MD,USA,,,,,,,0,,,,
"DNO PRODUCE",,,,Columbus,43219,OH,USA,,,,,,,0,,,,
"DOLE BESSEMER",,,,"Bessemer City",,NC,USA,,,,,,,0,,,,
"DOLE FRESH FRUIT (Wilmington, DE)",,,,Wilmington,,DE,USA,,,,,,,0,,,,
"DOLE FRESH VEGETABLES",,,,Springfield,45502,OH,USA,,,,,,,0,,,,
"DOLLAR GENERAL",,,,Zanesville,43701,OH,USA,,,,,,,0,,,,
"DOLLAR GENERAL # 6130 , JANESVILLE, WI",,,,Janesville,53546,WI,USA,,,,,,,0,,,,
"DOLLAR GENERAL , MARION, IN",,,,Marion,46952,IN,USA,,,,,,,0,,,,
"DOLLAR GENERAL / JONESVILLE, SC",,,,Jonesville,29353,SC,USA,,,,,,,0,,,,
"DOLLAR GENERAL ATLANTA",,,,Atlanta,,GA,USA,,,,,,,0,,,,
"DOLLAR GENERAL DC",,,,Bessemer,35022,AL,USA,,,,,,,0,,,,
"DOLLAR GENERAL DC #96600",,,,Indianola,38751,MS,USA,,,,,,,0,,,,
"DOLLAR GENERAL DC - 6000",,,,Scottsville,42164,KY,USA,,,,,,,0,,,,
"DOLLAR GENERAL DC 96420",,,,Clayton,,NC,USA,,,,,,,0,,,,
"DOLLAR GENERAL DIST CTR",,,,Zanesville,43701,OH,USA,,,,,,,0,,,,
"DOLLAR GENERAL DIST, MI",,,,Fulton,65251,MI,USA,,,,,,,0,,,,
"DOLLAR GENERAL DISTRIBUTION - Amsterdam, NY",,,,Amsterdam,12010,NY,USA,,,,,,,0,,,,
"Dollar General Fulton DC",,,,Fulton,65251,MO,USA,,,,,,,0,,,,
"DOM1  TRACTER",,,,Omaha,68138,NE,USA,,,,,,,0,,,,
"DOMINION POST",,,,Morgantown,26505,WV,USA,,,,,,,0,,,,
"Dominos Distribution",,,,Odenton,21113,MD,USA,,,,,,,0,,,,
"DOMTAR / AHP, OH",,,,Delaware,43015,OH,USA,,,,,,,0,,,,
"Don's Cold Storage - MO",,,,"Webb City",,MO,USA,,,,,,,0,,,,
DONALDSON,,,,Foley,56329,MN,USA,,,,,,,0,,,,
"DONNEWALD DISTRIBUTING, IL",,,,Greenville,62246,IL,USA,,,,,,,0,,,,
"DOOLY COUNTY GIN WHSE",,,,"Buena Vista",31803,GA,USA,,,,,,,0,,,,
"DOT FOODS INC","1 dot way",,,"Mount Sterling",62353,IL,USA,,,,,,,0,,,,
"DOT FOODS, TN",,,,Dyersburg,38024,TN,USA,,,,,,,0,,,,
"DOUBLE ENVELOPE-MD",,,,Baltimore,21201,MD,USA,,,,,,,0,,,,
"DOVER DE BW, DE",,,,Dover,19904,DE,USA,,,,,,,0,,,,
"DOW CHEMICAL C/O, OH",,,,Cincinnati,45204,OH,USA,,,,,,,0,,,,
"DOW CHEMICALS",,,,Ringwood,60072,IL,USA,,,,,,,0,,,,
"DOWN YONDER RANCH, TX",,,,"Big Lake",76932,TX,USA,,,,,,,0,,,,
"DPD LLC , MARYLAND",,,,Odenton,21113,MD,USA,,,,,,,0,,,,
DPSG,,,,"La Vista",68138,NE,USA,,,,,,,0,,,,
"DPSG , COLUMBUS, OH",,,,Columbus,43219,OH,USA,,,,,,,0,,,,
"DR DIEDRICH - MILWAUKEE",,,,Milwaukee,53233,WI,USA,,,,,,,0,,,,
"DR PEPPER - OHL",,,,Edwardsville,,IL,USA,,,,,,,0,,,,
DR-BLOOMER,,,,Bloomer,,WI,USA,,,,,,,0,,,,
"DR. PEPPER SNAPPLE GROUP",,,,Aspers,17304,PA,USA,,,,,,,0,,,,
"DRAKES FRESH PASTA",,,,"High Point",27260,NC,USA,,,,,,,0,,,,
"DREXEL CHEMICAL, MS",,,,Tunica,38676,MS,USA,,,,,,,0,,,,
"DRISCOLL FOODS",,,,Wayne,07470,NJ,USA,,,,,,,0,,,,
"DRM Industries 231 W. Adams St",,,,"Wisconsin Dells",53965,WI,USA,,,,,,,0,,,,
"DROP LOT",,,,Houston,77043,TX,USA,,,,,,,0,,,,
"DRS PRODUCT RETURN",,,,Alcoa,37701,TN,USA,,,,,,,0,,,,
"DS SMITH - RICEBORO GA",,,,Riceboro,,GA,USA,,,,,,,0,,,,
"DS SMITH - VINELAND NJ",,,,Vineland,08360,NJ,USA,,,,,,,0,,,,
"DS SMITH CAMBRIDGE",,,,Cambridge,21613,MD,USA,,,,,,,0,,,,
"DS SMITH PACKAGING GREENSBORO",,,,Greensboro,27410,NC,USA,,,,,,,0,,,,
DSC,,,,"West Jefferson",43162,OH,USA,,,,,,,0,,,,
"DSC / SMUCKERS",,,,Breinigsville,18031,PA,USA,,,,,,,0,,,,
"DSC FAIRBURN",,,,Fairburn,30213,GA,USA,,,,,,,0,,,,
"DSC LOGISTICS",,,,"University Park",60484,IL,USA,,,,,,,0,,,,
"DSC LOGISTICS LEBANON",,,,Lebanon,37090,TN,USA,,,,,,,0,,,,
"DSC LOGISTICS PA",,,,Breinigsville,18031,PA,USA,,,,,,,0,,,,
"DSC LOGISTICS, PA",,,,Bethlehem,18020,PA,USA,,,,,,,0,,,,
DSC-CARLISLE,,,,Newville,17241,PA,USA,,,,,,,0,,,,
"DSD - LOUISVILLE, M.C.C. GS",,,,Louisville,40214,KY,USA,,,,,,,0,,,,
"DSG ILLINOIS",,,,Romeoville,60446,IL,USA,,,,,,,0,,,,
DSM,,,,Pooler,31322,GA,USA,,,,,,,0,,,,
"DSM NUTRITIONAL",,,,Belvidere,07823,NJ,USA,,,,,,,0,,,,
"DSM Nutritional Products",,,,Pendergrass,30567,GA,USA,,,,,,,0,,,,
"DSV AIR & SEA INC",,,,Huntsville,35824,AL,USA,,,,,,,0,,,,
"DUKARANI FOOD, MN",,,,Minneapolis,55427,MN,USA,,,,,,,0,,,,
"DUNDALK MARINE TERMINAL",,,,Dundalk,21222,MD,USA,,,,,,,0,,,,
"DUNKIN DONUSTS MID ATLANTIC, NJ",,,,"Mount Holly",08060,NJ,USA,,,,,,,0,,,,
"DUNN PAPER",,,,"East Hartford",,CT,USA,,,,,,,0,,,,
"DUNN PAPER NY",,,,Gouverneur,,NY,USA,,,,,,,0,,,,
"DURA SHIELD USA",,,,Sunbury,43074,OH,USA,,,,,,,0,,,,
"DURACELL DISTRIBUTION FAIRBURN",,,,Fairburn,30213,GA,USA,,,,,,,0,,,,
"DUTCHMAN TREE FARMS",,,,Manton,49663,MI,USA,,,,,,,0,,,,
"DYMC DAYTON MIX CNTR-PGDISLLC",,,,Vandalia,45377,OH,USA,,,,,,,0,,,,
"DYNAMIC MARKETING INC, NJ",,,,Trenton,08690,NJ,USA,,,,,,,0,,,,
"DYNAMIC WORLDWIDE",,,,"North Bergen",07047,NJ,USA,,,,,,,0,,,,
"E COVERY",,,,Loxley,36551,AL,USA,,,,,,,0,,,,
"E HIGHWAY 33",,,,Crete,68333,NE,USA,,,,,,,0,,,,
"E S ROBBINS CORP",,,,"Muscle Shoals",35661,AL,USA,,,,,,,0,,,,
"EAGLE BEND MANUFACTURING",,,,Clinton,37716,TN,USA,,,,,,,0,,,,
"EAM CORPORATION",,,,Jesup,,GA,USA,,,,,,,0,,,,
"EARP DISTRIBUTION",,,,Edwardsville,66111,KS,USA,,,,,,,0,,,,
"EARTHFARE WAREHOUSE JOHNSON",,,,"Johnson City",37604,TN,USA,,,,,,,0,,,,
"EAST COAST FURINTURE DEST, VA",,,,Norfolk,23517,VA,USA,,,,,,,0,,,,
"EAST COAST WAREHOUSE AND DISTRIBUTION",,,,Elizabeth,07201,NJ,USA,,,,,,,0,,,,
"EAST POINT GA HUB",,,,"East Point",30344,GA,USA,,,,,,,0,,,,
"EASTERN TRADING LLC",,,,Cranbury,,NJ,USA,,,,,,,0,,,,
"EASTMAN JEFFERSON WHSE",,,,"Jefferson Hills",15025,PA,USA,,,,,,,0,,,,
"EAU CLAIRE",,,,"Eau Claire",54703,WI,USA,,,,,,,0,,,,
"EBY-BROWN COMPANY, IL",,,,Montgomery,60538,IL,USA,,,,,,,0,,,,
"EBY-BROWN COMPANY, KY",,,,Shepherdsville,40165,KY,USA,,,,,,,0,,,,
"EBY-BROWN COMPANY, MI",,,,Ypsilanti,48198,MI,USA,,,,,,,0,,,,
"EBY-BROWN COMPANY, OH",,,,Springfield,45501,OH,USA,,,,,,,0,,,,
"ECHO DATA",,,,"New Holland",17557,PA,USA,,,,,,,0,,,,
"ECORE INTERNATIONAL, PA",,,,York,17402,PA,USA,,,,,,,0,,,,
"ECR INTERNATIONAL",,,,Utica,,NY,USA,,,,,,,0,,,,
"ECRU WAREHOUSE",,,,Ecru,38841,MS,USA,,,,,,,0,,,,
"ED MINIAT (GA PLANT)",,,,Carrollton,30117,GA,USA,,,,,,,0,,,,
"ED PRIEBE SALES",,,,Ripon,54971,WI,USA,,,,,,,0,,,,
"EDINA PUBLIC SCHOOLS",,,,Edina,55439,MN,USA,,,,,,,0,,,,
"EDISON WAREHOUSE, PA",,,,Kutztown,19530,PA,USA,,,,,,,0,,,,
"EDITH CAVEZ",,,,Laredo,78045,TX,USA,,,,,,,0,,,,
"EDMONSON ELECTRIC",,,,Venice,34292,FL,USA,,,,,,,0,,,,
"EDS PANAMA CITY",,,,"Panama City",32405,FL,USA,,,,,,,0,,,,
"EDSAL MANFACTURING",,,,Chicago,60609,IL,USA,,,,,,,0,,,,
"EFC - CHEWY.COM",,,,Mechanicsburg,17050,PA,USA,,,,,,,0,,,,
EFC3,,,,Mechanicsburg,52761,PA,USA,,,,,,,0,,,,
"Efco Products",,,,Poughkeepsie,12601,NY,USA,,,,,,,0,,,,
"EG INDUSTRIES",,,,Circleville,43113,OH,USA,,,,,,,0,,,,
"ELBERTON GEORGIA PREPARED, GA",,,,Elberton,30635,GA,USA,,,,,,,0,,,,
"ELECTICAL WHOLESALERS",,,,Stoughton,02072,MA,USA,,,,,,,0,,,,
"ELECTRO CYCLE INC",,,,Madisonville,42431,KY,USA,,,,,,,0,,,,
"ELECTROLUX BALTIMORE RDC 56",,,,Aberdeen,21001,MD,USA,,,,,,,0,,,,
"ELECTROLUX CHICAGO RDC",,,,Minooka,60447,IL,USA,,,,,,,0,,,,
"ELECTROLUX FAIRBURN RDC-52",,,,Fairburn,30213,GA,USA,,,,,,,0,,,,
"ELECTROLUX HOME PRODUCTS",,,,Fairburn,30213,GA,USA,,,,,,,0,,,,
"ELECTROLUX HOME PRODUCTS, TN",,,,"Mount Juliet",37122,TN,USA,,,,,,,0,,,,
"ELECTROLUX SPRINGFIELD FDC","668 BILL JONES INDUSTRIAL DRIVE",,,Springfield,37172,TN,USA,,,,,,,0,,,,
"ELEMENT TV CO. WINNSBORO",,,,Winnsboro,29180,SC,USA,,,,,,,0,,,,
"ELENITRADING INC, PA",,,,Reading,76410,PA,USA,,,,,,,0,,,,
"ELG-UTICA ALLOYS",,,,Herkimer,,NY,USA,,,,,,,0,,,,
"ELMIRA DISTRBUTING, NY",,,,Elmira,14903,NY,USA,,,,,,,0,,,,
"ELMK9, TN",,,,Shelbyville,37160,TN,USA,,,,,,,0,,,,
ELP,,,,"East Liberty",43319,OH,USA,,,,,,,0,,,,
"EMA 64 DALLAS",,,,Lancaster,75134,TX,USA,,,,,,,0,,,,
"EMIRATES SKY CARGO BLDG 6",,,,Sterling,20166,VA,USA,,,,,,,0,,,,
"EMORY HOSPITAL SERVICES",,,,Clarkston,,GA,USA,,,,,,,0,,,,
"EMPORIA FLEX WAREHOUSE",,,,Emporia,,KS,USA,,,,,,,0,,,,
"ENCAPSYS, WI",,,,Portage,53901,WI,USA,,,,,,,0,,,,
"ENERGI FENESTRATION SOLUTIONS, PA",,,,Delmont,15256,PA,USA,,,,,,,0,,,,
"ENERGIZER - PALMETTO",,,,Palmetto,30268,GA,USA,,,,,,,0,,,,
"ENERGIZER ROCK HILL",,,,"Rock Hill",29730,SC,USA,,,,,,,0,,,,
"ENGINEERED FLOORS",,,,Calhoun,,GA,USA,,,,,,,0,,,,
ENTERGY,,,,"Little Rock",,AR,USA,,,,,,,0,,,,
"ENTERGY - WOODSON YARD",,,,"La Place",,LA,USA,,,,,,,0,,,,
"EP HENRY, PA",,,,"Parker Ford",19457,PA,USA,,,,,,,0,,,,
"EPS RESIN SOUTH-TEC DE",,,,Kankakee,60901,IL,USA,,,,,,,0,,,,
"EPSILON PLASTICS",,,,Spartanburg,,SC,USA,,,,,,,0,,,,
EPSO9,,,,Plainfield,46168,IN,USA,,,,,,,0,,,,
"Erickson Furniture",,,,"Sault Sainte Marie",49783,MI,USA,,,,,,,0,,,,
"ESKIMO COLD STORAGE",,,,Gainesville,30507,GA,USA,,,,,,,0,,,,
ESSENDANT,,,,Columbus,43228,OH,USA,,,,,,,0,,,,
"ESSENDANT (COXSACKIE)",,,,Coxsackie,12192,NY,USA,,,,,,,0,,,,
"ESSITY PROFESSIONAL",,,,Danville,,KY,USA,,,,,,,0,,,,
"ESSITY PROFESSIONAL HYGIENE NA LLC",,,,Neenah,,WI,USA,,,,,,,0,,,,
"ESSITY TISSUE SARATOGA",,,,"Saratoga Springs",,NY,USA,,,,,,,0,,,,
"ETHICON INC",,,,Cornelia,30531,GA,USA,,,,,,,0,,,,
EVERGREEN,,,,Pharr,78577,TX,USA,,,,,,,0,,,,
"EVERGREEN PACKAGING - OLMSTED FALLS, OH",,,,"Olmsted Falls",44138,OH,USA,,,,,,,0,,,,
EVNF9,,,,Piqua,45356,OH,USA,,,,,,,0,,,,
"EVONIK CORPORATION",,,,Franklin,42134,KY,USA,,,,,,,0,,,,
"EWR FEDEX, NJ",,,,Newark,07114,NJ,USA,,,,,,,0,,,,
"EXCEL BOLINGBROOK WHSE, IL",,,,Bolingbrook,60490,IL,USA,,,,,,,0,,,,
"EXEL (CARLISLE)",,,,Carlisle,17013,PA,USA,,,,,,,0,,,,
"EXEL INC - DHL",,,,Joliet,60433,IL,USA,,,,,,,0,,,,
"EXEL LOGISTICS (FAIRBURN)",,,,Fairburn,30213,GA,USA,,,,,,,0,,,,
"EXEL TOLEDO COMPLEX",,,,Toledo,43612,OH,USA,,,,,,,0,,,,
"EXEL WASHINGTON WAREHOUSE",,,,Washington,26181,WV,USA,,,,,,,0,,,,
"EXEL WESTFIELD",,,,Westfield,01085,MA,USA,,,,,,,0,,,,
"EXIDE TECHNOLOGIES, KS",,,,Salina,67401,KS,USA,,,,,,,0,,,,
"EXIDE TECHNOLOGIES, PA",,,,Lancaster,17602,PA,USA,,,,,,,0,,,,
"EXIMIUS COFFEE, LLC",,,,Houston,77020,TX,USA,,,,,,,0,,,,
"EXP GROUP LLC.",,,,"North Bergen",07047,NJ,USA,,,,,,,0,,,,
"EXPEDITORS ORD, IL",,,,Bensenville,60106,IL,USA,,,,,,,0,,,,
"EXPEDITORS, MN",,,,Eagan,55121,MN,USA,,,,,,,0,,,,
"EXPERA SPECIALTY SOLUTION",,,,Tomahawk,54487,WI,USA,,,,,,,0,,,,
"EXPOLANKA USA LTD",,,,Groveport,43125,OH,USA,,,,,,,0,,,,
"EXTRUSION MASTER DIVISION OF COLORMASTER",,,,Albertville,35950,AL,USA,,,,,,,0,,,,
"EXXON MOBIL LOGAN TOWNSHIP, NJ",,,,"Logan Township",08085,NJ,USA,,,,,,,0,,,,
"EXXONMOBILE OIL CORP",,,,Paulsboro,08066,NJ,USA,,,,,,,0,,,,
"F P DUFFY INC",,,,"Lincoln Park",07035,NJ,USA,,,,,,,0,,,,
"F REAL FOODS, MO",,,,"Lees Summit",64064,MO,USA,,,,,,,0,,,,
"F27: F YORK, PA",,,,York,17406,PA,USA,,,,,,,0,,,,
"F34: F CDC BOSTON, MA",,,,Canton,02021,MA,USA,,,,,,,0,,,,
"FACILITY POUND BAKERY, IL",,,,Harvard,60033,IL,USA,,,,,,,0,,,,
"FACILITY. PC  FLEXIBLE PACKAGING, UT",,,,Payson,84651,UT,USA,,,,,,,0,,,,
"FACILITY: 00201",,,,Sheboygan,53083,WI,USA,,,,,,,0,,,,
FACILITY:00023,,,,Pittsburgh,15235,PA,USA,,,,,,,0,,,,
FACILITY:00112,,,,Hagerstown,21740,MD,USA,,,,,,,0,,,,
"FACTORY TO YOU MATTRESS, KY",,,,Murray,42071,KY,USA,,,,,,,0,,,,
"FAIRMONT FOODS",,,,Fairmont,56031,MN,USA,,,,,,,0,,,,
"Fairview Pharmacy Service",,,,Minneapolis,55414,MN,USA,,,,,,,0,,,,
"FAK NON HAZMAT",,,,Lyons,14489,NY,USA,,,,,,,0,,,,
"FALKNER FARMS",,,,"Myakka City",34251,FL,USA,,,,,,,0,,,,
"FAMILY DOLLAR (FRONT ROYAL)",,,,"Front Royal",22630,VA,USA,,,,,,,0,,,,
"FAMILY DOLLAR (Rome, NY)",,,,Rome,13441,NY,USA,,,,,,,0,,,,
"FAMILY DOLLAR - MOREHEAD",,,,Morehead,40351,KY,USA,,,,,,,0,,,,
"FAMILY DOLLAR - ROME",,,,Rome,13441,NY,USA,,,,,,,0,,,,
"FAMILY DOLLER",,,,"Front Royal",22630,VA,USA,,,,,,,0,,,,
"FAMILY ENTERPRISES",,,,Valparaiso,46383,IN,USA,,,,,,,0,,,,
"FAMOUS DISTRIBUTION INC",,,,Sebring,44672,OH,USA,,,,,,,0,,,,
"FAREVA MORTON GROVE",,,,"Morton Grove",60053,IL,USA,,,,,,,0,,,,
"FARIBAULT FOODS",,,,Faribault,55021,MN,USA,,,,,,,0,,,,
"FARM FRESH (ALBERTVILLE)",,,,Albertville,35976,AL,USA,,,,,,,0,,,,
"FARM PAK PRODUCTS","7840 OLD BAILEY HIGHWAY",,,"Spring Hope",27882,NC,USA,,,,,,,0,,,,
"FARMA FRESH, AL",,,,Albertville,35976,AL,USA,,,,,,,0,,,,
"FARMERS COOP OIL",,,,"Clara City",56222,MN,USA,,,,,,,0,,,,
"FARO SERVICES",,,,Groveport,43125,OH,USA,,,,,,,0,,,,
"FAYETTEVILLE PLANT",,,,Fayetteville,37334,TN,USA,,,,,,,0,,,,
"FBM WAGNER",,,,"Kansas City",66115,KS,USA,,,,,,,0,,,,
"FC LONDON, OH",,,,London,43140,OH,USA,,,,,,,0,,,,
FCI,,,,Cumberland,21502,MD,USA,,,,,,,0,,,,
FDL,,,,"Phenix City",,AL,USA,,,,,,,0,,,,
"FDX EXP/WARWICK RAMP",,,,Warwick,,RI,USA,,,,,,,0,,,,
"FDX/EXPRESS SYRACUSE",,,,Syracuse,13212,NY,USA,,,,,,,0,,,,
"FED EX GROUND (KANSAS CITY, MO)",,,,"Kansas City",64161,MO,USA,,,,,,,0,,,,
"FED EX MEMPHIS",,,,Memphis,38118,TN,USA,,,,,,,0,,,,
FEDAC,,,,Frederick,,MD,USA,,,,,,,0,,,,
"FEDERAL - MOGUL MOTORPARTS",,,,Smyrna,37167,TN,USA,,,,,,,0,,,,
"FEDERAL CARTRIDGE",,,,Anoka,,MN,USA,,,,,,,0,,,,
"FEDERAL FOAM TECHNOLOGIES","600 WISCONSIN DR",,,"New Richmond",54017,WI,USA,,,,,,,0,,,,
"FEDERL BUREAU OF INVESTIGATION, VA",,,,Quantico,22135,VA,USA,,,,,,,0,,,,
"FEDEX , CHARLOTTE, NC",,,,Charlotte,28214,NC,USA,,,,,,,0,,,,
"FEDEX - DSM",,,,"Des Moines",50313,IA,USA,,,,,,,0,,,,
"FEDEX CMH",,,,"West Jefferson",43162,OH,USA,,,,,,,0,,,,
"FEDEX CONCORD",,,,Concord,,NC,USA,,,,,,,0,,,,
"FEDEX EDWARDSVILLE KS",,,,Edwardsville,66111,KS,USA,,,,,,,0,,,,
"FEDEX EFFINGHAM, IL",,,,Effingham,62401,IL,USA,,,,,,,0,,,,
"FEDEX FREIGHT",,,,"West Memphis",72301,AR,USA,,,,,,,0,,,,
"FEDEX FREIGHT , ELIZABETH, NJ",,,,Elizabeth,07201,NJ,USA,,,,,,,0,,,,
"FEDEX FREIGHT , Memphis, TN",,,,Memphis,38116,TN,USA,,,,,,,0,,,,
"FEDEX FREIGHT CLT","4349 SCOTT FUTRELL DR",,,Charlotte,28214,NC,USA,,,,,,,0,,,,
"FEDEX FREIGHT CT 06096",,,,Windsor,006096,CT,USA,,,,,,,0,,,,
"Fedex freight msp","2323 Terminal rd",,,Roseville,55113,MN,USA,,,,,,,0,,,,
"Fedex freight msp","2323 Terminal rd",,,Roseville,55113,MN,USA,,,,,800-308-3960,,0,,,freight,
"FEDEX FREIGHT POS",,,,"Pocono Summit",18346,PA,USA,,,,,,,0,,,,
"FEDEX FREIGHT, CHICAGO",,,,Chicago,60411,IL,USA,,,,,,,0,,,,
"FEDEX FREIGHT, MS",,,,Richland,39218,MS,USA,,,,,,,0,,,,
"FEDEX FRIGHT ,  ANTIOCH, TN",,,,Antioch,37013,TN,USA,,,,,800-367-8407,,0,,,,
"FEDEX GROUND",,,,Hutchins,75141,TX,USA,,,,,,,0,,,,
"FEDEX GROUND PACKAGE SYSTEMS",,,,"Grove City",43123,OH,USA,,,,,,,0,,,,
"FEDEX MIDDLETOWN",,,,Middletown,,CT,USA,,,,,,,0,,,,
"FEDEX MINN/ST PAUL",,,,Roseville,55113,MN,USA,,,,,,,0,,,,
"FEDEX NASHVILLE",,,,Antioch,37013,TN,USA,,,,,,,0,,,,
"FEDEX SMARTPOST",,,,Houston,77001,TX,USA,,,,,,,0,,,,
FEDEX-FREIGHT,,,,Hagerstown,21740,MD,USA,,,,,,,0,,,,
FEI-#1631,,,,"Winston Salem",,NC,USA,,,,,,,0,,,,
"FEIGENBAUM & NAIR",,,,"New Britain",06051,CT,USA,,,,,,,0,,,,
"FEILD PAPER OMAHA",,,,Omaha,68107,NE,USA,,,,,,,0,,,,
"FEL - DURHAM HVAC #2944",,,,Durham,27703,NC,USA,,,,,,,0,,,,
"FELD CONSUMER PRODUCTS",,,,Jessup,20794,MD,USA,,,,,,,0,,,,
"FERDINAND IN OPERATIONS",,,,Ferdinand,47532,IN,USA,,,,,,,0,,,,
"FERGUSON # 1020 , WEST ALLIS, WI",,,,"West Allis",53227,WI,USA,,,,,,,0,,,,
"FERGUSON # 1485",,,,Parma,44134,OH,USA,,,,,,,0,,,,
"FERGUSON # 1591",,,,"Valley City",44125,OH,USA,,,,,,,0,,,,
"FERGUSON # 1674",,,,Duluth,55811,MN,USA,,,,,,,0,,,,
"FERGUSON # 2592",,,,Minneapolis,55429,MN,USA,,,,,,,0,,,,
"FERGUSON # 276 , MC FARLAND, WI",,,,"Mc Farland",53558,WI,USA,,,,,,,0,,,,
"FERGUSON # 448 , APPLETON, WI",,,,Appleton,54911,WI,USA,,,,,,,0,,,,
"FERGUSON # 525",,,,Roseville,55113,MN,USA,,,,,,,0,,,,
"FERGUSON # 757",,,,Virginia,55792,MN,USA,,,,,,,0,,,,
"FERGUSON # COLUMBUS, OH",,,,Columbus,43213,OH,USA,,,,,,,0,,,,
"FERGUSON DURHAM",,,,Durham,,NC,USA,,,,,,,0,,,,
"FERGUSON ENTERORISES",,,,Celina,45822,OH,USA,,,,,,,0,,,,
"FERGUSON ENTERPRISES (JOHNSON CITY,TN)",,,,"Johnson City",37615,TN,USA,,,,,,,0,,,,
"FERGUSON ENTERPRISES 5406 , CELINA, OH",,,,Celina,45822,OH,USA,,,,,,,0,,,,
"FERGUSON HTG & CLG #2802 (PINEVILLE, NC)",,,,Pineville,28134,NC,USA,,,,,,,0,,,,
"FERGUSON HTG/COOL",,,,"North Charleston",,SC,USA,,,,,,,0,,,,
"FERGUSON,    KY",,,,Frankfort,40601,KY,USA,,,,,,,0,,,,
"FERGUSON,  KY",,,,Prestonsburg,41653,KY,USA,,,,,,,0,,,,
"FERGUSON, KY",,,,Lexington,40509,KY,USA,,,,,,,0,,,,
"FERRARA CANDY - FS06",,,,Augusta,30906,GA,USA,,,,,,,0,,,,
"FERRARA CANDY Florence, KY",,,,Florence,41042,KY,USA,,,,,,,0,,,,
"FERRERO C/O DHL, PA",,,,Jonestown,17038,PA,USA,,,,,,,0,,,,
"FERRISS WAREHOUSE",,,,Pensacola,32505,FL,USA,,,,,,,0,,,,
"FERRO CORP",,,,Cleveland,,OH,USA,,,,,,,0,,,,
"FFI / CLOVERLEAF MONMOUTH DC",,,,Monmouth,61462,IL,USA,,,,,,,0,,,,
"FIBERWEB / BERRY PLASTICS",,,,"Old Hickory",37138,TN,USA,,,,,,,0,,,,
"FIELD PAPER OMAHA",,,,Omaha,68107,NE,USA,,,,,,,0,,,,
"FIELDALE FARMS",,,,Cornelia,30531,GA,USA,,,,,,,0,,,,
"FIELDALE FARMS CORPORATION, GA",,,,Gainesville,30507,GA,USA,,,,,,,0,,,,
"FIFER ORCHARD UPPER KING FARM (DOVER)",,,,Dover,19904,DE,USA,,,,,,,0,,,,
"Finch Paper",,,,"Glens Falls",12801,NY,USA,,,,,,,0,,,,
"FIRMAN OWER EQUIPMENT",,,,Tolleson,85323,AZ,USA,,,,,,,0,,,,
"FIRMENICH New Ulm, MN",,,,"New Ulm",56073,MN,USA,,,,,,,0,,,,
